"","rowname","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","condition","TFH","GC","HumoralImmunity","GC_TFs","TF_TFs","GCZones","cd40Signaling","nfkbactivation","ProliferationdarkZoneBcells","otherMarkers","calciumsignaling","BCRgenes","memoryBcells"
"142","GK",4.45011124173855e-49,2.95821845998843,0.536,0.236,6.68540211846382e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","FTL",5.34409403366869e-49,-0.354653847130759,1,1,8.02843246678048e-45,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","CD5L",2.59738875925065e-48,1.4258609683189,0.64,0.282,3.90205713302226e-44,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","MT1E",7.54642265932102e-48,-0.49527856037296,1,1,1.1336990761098e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","HINT1",1.44547507362524e-47,-0.564052012642834,0.976,0.991,2.17153720310719e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","CFHR2",1.70560260184944e-47,-0.505957928717638,0.988,0.997,2.56232678875841e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","MARCO",2.55983708695695e-47,1.0602258292482,0.832,0.561,3.84564325573543e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","SERPINA1",3.36828249527884e-47,-0.269961460301763,1,1,5.0601707926574e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","GNMT",3.59779441522876e-47,-1.18898934953347,0.309,0.683,5.40496654999816e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","ARPC1B",3.79620501151965e-47,0.984989935248263,0.868,0.689,5.70303878880597e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","ANPEP",6.38194194572779e-47,-0.601713899469319,0.938,0.99,9.58759138506686e-43,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","ACTB",1.07411708085299e-46,0.517058680209894,1,1,1.61364609056545e-42,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","ICAM1",4.23930590141613e-46,1.76625534615275,0.609,0.304,6.36870925569746e-42,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,"cd40Signaling",NA,NA,NA,NA,NA,NA
"155","VKORC1",3.83143511001892e-45,-0.852177681358439,0.75,0.913,5.75596496578142e-41,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","THNSL2",4.15154417242976e-45,-1.23115305595107,0.339,0.678,6.23686481024123e-41,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","DNAJA1",4.18261263714677e-45,1.18247227946312,0.783,0.583,6.2835389647856e-41,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","HLA-DRA",8.81328282488218e-45,0.819024379772836,0.984,0.909,1.32401947878205e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","MYOM1",1.26434087131865e-44,2.40115693938144,0.52,0.248,1.89941929098201e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","STAT1",1.32432859752071e-44,1.24799911936125,0.769,0.539,1.98953885205536e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","MTSS2",1.36744545900188e-44,1.60785448150955,0.592,0.275,2.05431331305853e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","DEFB1",2.92524276938328e-44,-1.47819576487732,0.301,0.618,4.39459221244451e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","SLC15A1",5.88266865478113e-44,-2.40386754227169,0.08,0.351,8.83753312007769e-40,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","MFSD2A",1.26720626626408e-43,2.10879837085775,0.591,0.358,1.90372397380852e-39,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","FNDC5",1.33874722484968e-43,3.05131287619699,0.401,0.112,2.01119995589168e-39,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","RAB26",4.55248147147436e-43,-1.63833756143849,0.152,0.464,6.83919291459593e-39,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","FASN",5.03415602039869e-43,-0.37571880383615,0.77,0.934,7.56281258944495e-39,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","CES4A",6.1739478012335e-43,-1.50446064876194,0.21,0.533,9.27512178179309e-39,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","COMT",8.70065973090896e-43,-0.622235887146874,0.929,0.971,1.30710011137445e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","OTC",9.80713383102822e-43,-0.737291275996879,0.749,0.912,1.47332571543537e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CD74",1.00777853326478e-42,0.625415586099663,1,0.996,1.51398569052368e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","PLA2G2A",1.69904348796909e-42,3.0839630180428,0.412,0.117,2.55247303197597e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","CREB3L3",2.36627764906901e-42,1.84362856397951,0.577,0.301,3.55485891219638e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","GBP5",3.84700474538158e-42,2.14505104287382,0.474,0.167,5.77935522898675e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","HLA-A",4.37588038870388e-42,-1.14012915858877,0.33,0.675,6.57388510794984e-38,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","SERPING1",5.31091291470139e-42,-0.370231831119867,1,1,7.97858447175589e-38,"Glul_RejectorDSA",NA,NA,"HumoralImmunity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","SOD2",1.48048567073617e-41,0.632621017064102,0.997,0.966,2.22413362314695e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","PDK4",2.46616024542406e-41,-1.50165173443607,0.212,0.524,3.70491253670057e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","TGFBI",4.25503219563809e-41,1.33267804604959,0.735,0.542,6.3923348675071e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","IGFBP2",4.88989252900326e-41,-1.01865545820726,0.77,0.91,7.3460855463216e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","HSPA1A",5.27459211623041e-41,1.35775645650353,0.658,0.38,7.92401973621295e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","RORA",6.07108234059413e-41,-1.24075307294627,0.332,0.64,9.12058700027456e-37,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","DDX5",4.04557154372665e-40,0.462046066469421,0.999,0.991,6.07766213014054e-36,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","SH3RF2",5.03956381058399e-40,-1.71902860455876,0.148,0.439,7.57093671264032e-36,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","PTPRM",8.38301575546357e-40,-2.15002793809409,0.09,0.352,1.25938045694329e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","HSPA5",8.64865424761862e-40,0.902863956400963,0.977,0.912,1.29928732761974e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","ARRDC3",8.96452297440076e-40,-0.922402884909308,0.569,0.836,1.34674028644423e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","UGT2B15",9.76146507866646e-40,0.754396669317702,0.91,0.816,1.46646489876806e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","IGHV6-1",1.36496623109348e-39,-2.80058485834374,0.031,0.248,2.05058876897173e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","CP",1.76218981500291e-39,0.468950279625892,1,1,2.64733775907887e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","EFNA1",2.02671922901042e-39,1.60504136263051,0.786,0.608,3.04474029774235e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","TXNIP",2.1634283880006e-39,-0.933609949822147,0.599,0.828,3.25011846729331e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","MZB1",4.30769776532048e-39,-2.90508098989413,0.063,0.301,6.47145435284095e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"memoryBcells"
"194","HSBP1L1",5.79930254935091e-39,-2.03300742757422,0.094,0.355,8.71229221988987e-35,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","PPP1R3G",9.40468652022749e-39,6.05750470991126,0.23,0.006,1.41286605593378e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","C1S",1.44084671329262e-38,-0.271881122902464,1,1,2.1645840173795e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","PPDPF",1.85833063764443e-38,-0.602922459357732,0.925,0.977,2.79177011693323e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","PCK2",1.91751535936988e-38,-0.493615440653182,0.973,0.997,2.88068332438136e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","TDO2",2.22232796411874e-38,-0.901626183530021,0.449,0.781,3.33860330049559e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","FLOT2",2.65542488352934e-38,1.23646614872542,0.665,0.402,3.98924480252613e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","GOLPH3",3.61361051872761e-38,0.977457620706213,0.797,0.624,5.42872708228448e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","CAT",4.35603246012763e-38,-0.366790767827181,0.988,1,6.54406756484974e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","TCEA2",5.87300157117215e-38,1.80791010362316,0.564,0.317,8.82301026037192e-34,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","GCK",8.41179237209519e-38,-3.64079785774964,0.018,0.209,1.26370356805986e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","GREB1",9.09914272035332e-38,-2.5253206403297,0.055,0.285,1.36696421087868e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","HSD17B13",1.30853944236473e-37,-0.842314557872337,0.579,0.837,1.96581880426454e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","GPR153",1.5318042388987e-37,-1.67361976501133,0.148,0.427,2.30122950809752e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","ADGRA3",2.2597814120143e-37,-0.917191270873767,0.524,0.802,3.39486961526908e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","MAMDC4",2.72306279977833e-37,-1.73435788483217,0.14,0.413,4.09085724410698e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","SLC7A2",3.20519607637676e-37,1.67044436604787,0.606,0.367,4.8151660655408e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","SERPIND1",5.99916499242066e-37,-0.504693825075934,0.948,0.991,9.01254556811357e-33,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","LRG1",1.11526743189808e-36,0.74808927813889,0.94,0.828,1.67546626294049e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","UPB1",1.39825257334615e-36,-0.626814867665473,0.734,0.935,2.10059484093793e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","RNASE1",1.93071446465826e-36,-1.07217470180216,0.438,0.72,2.9005123402561e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","XRCC5",1.99776737431194e-36,-0.656487970469879,0.771,0.931,3.00124592642883e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","PLAAT4",3.8697451088186e-36,0.896854413839014,0.838,0.656,5.81351807697818e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","TGM2",4.85065190468095e-36,0.774705560444307,0.908,0.805,7.2871343564022e-32,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","DGAT2",7.09199889850501e-36,-1.18342760831213,0.285,0.589,1.06543099452241e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","SRSF3",7.31834329804397e-36,0.777756583171361,0.889,0.747,1.09943471366515e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","ASB13",7.76286496320223e-36,-1.13527252257885,0.355,0.643,1.16621520342187e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","SC5D",1.11031055586905e-35,-0.950507870949187,0.491,0.755,1.66801954808207e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","SPP2",1.29456451274387e-35,-0.71741490819154,0.743,0.89,1.94482426749511e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","AQP9",2.44591178263064e-35,-0.426187621764679,0.981,0.999,3.67449327104601e-31,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","FAXDC2",7.21716249853115e-35,-1.02651478335826,0.338,0.651,1.08423432215433e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","GOT2",7.26784228205967e-35,-0.617219303823525,0.872,0.959,1.09184794603382e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","PRDX3",9.02018223771218e-35,-0.750400322427017,0.74,0.874,1.3551019775715e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","MSMO1",1.06135147157794e-34,-1.26215089090175,0.26,0.551,1.59446831575155e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","LAMP1",2.72034523608919e-34,-0.576176403844851,0.876,0.963,4.08677464817678e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","SLC2A2",3.31551236522856e-34,-0.481367724470944,0.933,0.988,4.98089422628287e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","SLC39A14",3.87845048438779e-34,0.515113992537714,0.986,0.96,5.82659616269578e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","BDH1",4.341023643269e-34,-0.496525276174116,0.928,0.979,6.52151981928302e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","PECR",4.43127160160224e-34,-0.798982568077567,0.543,0.818,6.65709932708704e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","HIST1H4A",5.91642317770515e-34,1.7524171632641,0.437,0.159,8.88824253986644e-30,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","PPP1R3C",9.01532592756781e-34,-1.14857594325016,0.307,0.601,1.35437241409851e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","ECHDC2",1.14043920860224e-33,-0.448082756313536,0.97,0.987,1.71328182308315e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","EIF5",1.51857807280679e-33,0.775731961244077,0.92,0.844,2.28135983877765e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","CYBB",2.29813689311316e-33,1.26185174445747,0.631,0.38,3.4524910545239e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","FST",2.64752364332051e-33,2.20300773440085,0.416,0.159,3.97737476936041e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","ARGLU1",3.02923895462001e-33,0.784356786196349,0.862,0.712,4.55082568152564e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","NFKB2",4.24957509018655e-33,1.5225706810343,0.557,0.311,6.38413665798725e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,"nfkbactivation",NA,NA,NA,NA,NA
"241","TCTN1",5.90793879078033e-33,-1.54556143276733,0.179,0.441,8.87549644538929e-29,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","CIRBP",8.61402693671496e-33,-0.589439032725533,0.876,0.943,1.29408526670269e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","PTGES3",9.52700036655104e-33,0.666955791886684,0.927,0.809,1.43124126506696e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","LBR",1.96874876972357e-32,-1.92641894865067,0.109,0.344,2.95765127675572e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","COTL1",2.01743338168854e-32,1.05773208982396,0.734,0.546,3.03079016931069e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","SLC35C1",2.8330649436779e-32,1.64193764123893,0.537,0.292,4.25611346488731e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","PIK3R1",3.06402932509668e-32,-0.922327057884051,0.471,0.74,4.60309125509274e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","ABCB11",4.34373435527161e-32,-0.597879187736707,0.867,0.949,6.52559212192454e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","C6",4.38721524292238e-32,-0.413008537649915,0.987,0.993,6.5909134594423e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","PGLYRP2",5.75758167504842e-32,-1.1755680100574,0.331,0.598,8.64961495042525e-28,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","FCGR3A",6.97748843796653e-32,0.79894833886256,0.86,0.709,1.04822808803571e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","CYP2A6",9.23337055668252e-32,0.677710569504141,0.943,0.884,1.38712925873041e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","ELOVL5",1.03839318384366e-31,-0.871673474801533,0.529,0.769,1.55997808008833e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","ABCA6",1.1918806329363e-31,-1.0167484765116,0.401,0.667,1.7905622748602e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","THRSP",2.43824671339409e-31,-0.704911861827945,0.312,0.637,3.66297803753195e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","ART4",2.64169682329205e-31,-1.40577480197201,0.194,0.457,3.96862113763165e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","UGT1A1",3.33059447075737e-31,0.691007383992357,0.855,0.681,5.0035520734188e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","IDO2",4.03844286902476e-31,-2.0728084356322,0.073,0.288,6.0669527221359e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","ITIH3",4.34204304496292e-31,0.547453627911641,1,1,6.52305126644779e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","CIITA",4.94072561279704e-31,1.51927849952234,0.508,0.247,7.42245208810499e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","UGT1A4",6.55166980346191e-31,-0.465441556763883,0.956,0.985,9.84257354574083e-27,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","WWC1",7.36770354142875e-31,2.05612815435928,0.403,0.156,1.10685010302884e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","RAB5IF",7.622707514574e-31,0.700945347461307,0.904,0.784,1.14515934991445e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","HNRNPA3",8.16268881540439e-31,0.631434284253976,0.914,0.827,1.2262807407382e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","LPIN3",1.37211688504935e-30,-1.46778031185693,0.156,0.41,2.06133119640964e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","RETREG1",1.78817567228565e-30,-1.72422258568319,0.123,0.357,2.68637631247473e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","MYO1B",2.34022127186457e-30,-0.438761154411557,0.96,0.981,3.51571441672215e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","MGST1",2.61946550497796e-30,-0.280500370021717,1,1,3.93522302812839e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","LECT2",2.70542202226045e-30,0.992245154292351,0.793,0.651,4.06435550404187e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","PPP2R1B",2.75341171189174e-30,0.947369446305434,0.813,0.69,4.13645041477496e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","FBXO7",3.47307702134324e-30,-0.638333801673764,0.816,0.912,5.21760360916395e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","SLC23A2",3.5096435676077e-30,1.12836749979456,0.651,0.426,5.27253753161704e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","HSD17B6",3.7618187836118e-30,-0.395938044765088,0.984,0.997,5.65138035862001e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","PCBD1",5.44899009023425e-30,-0.480590987663819,0.92,0.981,8.18601781255891e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","CEBPD",5.8554511582373e-30,0.836459203067026,0.81,0.668,8.79664427501989e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","TAGLN2",6.07310234124847e-30,0.741655739209623,0.863,0.755,9.12362164725757e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","GLYAT",6.44055388646765e-30,-0.646120576614427,0.654,0.893,9.67564410364035e-26,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","TUBE1",7.7510271396518e-30,-1.04229713141555,0.34,0.604,1.16443680718989e-25,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","ABAT",8.26517088860624e-30,-0.522651294241993,0.901,0.957,1.24167662259531e-25,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","GPX4",8.42425003241113e-30,-0.38497756405723,0.985,0.997,1.26557508236912e-25,"Glul_RejectorDSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
